cityid;cityid_new;pop;pop_log
379;1;1740041;6.24056
380;2;207594;5.317215
381;4;166823;5.222256
382;3;170052;5.230582
383;5;156801;5.195349
384;6;131564;5.119137
385;7;117658;5.070621
386;8;114226;5.057765
387;9;101722;5.007415
388;10;79348;4.899536
389;11;74341;4.871228
390;12;70003;4.845117
391;13;67686;4.830499
392;16;63752;4.804494
393;17;61849;4.791333
394;15;64024;4.806343
395;14;65277;4.81476
396;19;56166;4.749474
397;18;61390;4.788098
398;21;48010;4.681332
399;20;49302;4.692864
1682;46;26250;4.419129
1702;37;30434;4.483359
1722;94;14507;4.161578
1742;28;34810;4.541704
1762;39;29605;4.471365
1782;29;34172;4.53367
1802;74;17101;4.233022
1822;25;37330;4.572058
1842;31;33311;4.522588
1862;33;32385;4.510344
1882;23;40334;4.605671
1902;27;34877;4.542539
1922;86;16133;4.207715
1942;137;10510;4.021603
1962;50;24375;4.386945
1982;48;24906;4.396304
2002;45;26924;4.43014
2003;141;10282;4.012078
2022;69;18565;4.268695
2023;35;31679;4.500772
2042;100;13587;4.133123
2062;24;37778;4.577239
2063;56;20895;4.320043
2082;66;18896;4.27637
2083;63;19510;4.290257
2084;32;32720;4.514813
2102;64;19494;4.289901
2103;26;36467;4.5619
2104;83;16557;4.218982
2105;58;20260;4.30664
2122;106;12590;4.100026
2142;34;32052;4.505855
2143;38;29972;4.476716
2144;22;46522;4.667658
2145;42;28664;4.457337
2146;97;13768;4.138871
2147;44;28427;4.453731
2342;171;8381;3.923296
2343;62;19729;4.295105
2742;77;16959;4.2294
2743;40;29058;4.463266
2744;197;6895;3.838534
2942;65;18968;4.278021
2943;88;15437;4.188563
2944;101;13532;4.131362
3142;59;20259;4.306618
3143;51;23573;4.372415
3342;112;12055;4.081167
3542;96;14255;4.153967
3543;85;16473;4.216773
3742;79;16892;4.227681
3942;41;28910;4.461048
3943;104;12805;4.107379
3944;30;33750;4.528274
3945;168;8666;3.937819
4142;149;9569;3.980867
4143;81;16813;4.225645
4144;55;20910;4.320354
4342;87;15596;4.193013
4542;84;16538;4.218483
4543;120;11642;4.066028
4544;116;11975;4.078276
4742;98;13741;4.138018
4743;67;18627;4.270143
4744;53;23309;4.367524
4942;70;18395;4.2647
5142;150;9522;3.978728
5143;143;10022;4.000955
5144;317;4360;3.639487
5145;75;17007;4.230628
5342;114;11996;4.079036
5343;185;7552;3.878062
5344;127;11367;4.055646
5345;154;9167;3.962227
5346;43;28476;4.454479
5542;119;11676;4.067294
5543;95;14259;4.154089
5742;132;10786;4.03286
5743;191;7232;3.859258
5942;82;16670;4.221936
6142;49;24433;4.387977
6143;153;9227;3.96506
6144;133;10772;4.032296
6145;126;11367;4.055646
6146;57;20305;4.307603
6342;78;16957;4.229349
6343;371;3714;3.569842
6542;239;5811;3.764251
6543;80;16846;4.226497
6742;92;14764;4.169204
6743;47;25020;4.398287
6744;125;11378;4.056066
6745;170;8389;3.92371
6746;111;12410;4.093772
6747;89;15355;4.18625
6942;350;3937;3.595165
7142;60;19980;4.300595
7143;135;10694;4.02914
7144;54;21043;4.323108
7145;316;4375;3.640978
7343;36;31306;4.495627
7542;52;23486;4.370809
7742;122;11460;4.059185
7743;152;9252;3.966236
7942;230;5932;3.773201
7943;173;8292;3.918659
7944;217;6285;3.798305
8142;68;18604;4.269606
8143;73;17337;4.238974
8144;121;11567;4.063221
8145;328;4242;3.627571
8342;286;4735;3.67532
8343;252;5359;3.729084
8344;123;11435;4.058236
8345;175;7971;3.901513
8542;250;5480;3.73878
8543;134;10734;4.030762
8544;155;9136;3.960756
8742;91;14876;4.172486
8743;139;10416;4.017701
8744;211;6394;3.805773
8745;131;10896;4.037267
8942;93;14698;4.167258
8943;71;17436;4.241447
8945;108;12551;4.098678
8946;140;10353;4.015066
8947;61;19763;4.295853
8948;288;4728;3.674677
9142;174;7999;3.903036
9143;107;12563;4.099093
9144;210;6414;3.807129
9145;151;9310;3.96895
9146;215;6335;3.801747
9342;148;9631;3.983671
9343;110;12448;4.095099
9542;146;9927;3.996818
9544;183;7731;3.888236
9545;399;3461;3.539201
9546;189;7433;3.871164
9742;165;8741;3.941561
9942;313;4402;3.64365
9943;124;11397;4.05679
9944;280;4839;3.684756
9945;192;7096;3.851014
9946;227;5997;3.777934
9947;157;9100;3.959041
9948;650;2229;3.34811
9949;128;11237;4.050651
9950;425;3255;3.512551
9951;163;8839;3.946403
9952;136;10649;4.027309
9953;188;7439;3.871515
9954;355;3899;3.590953
9955;138;10464;4.019698
10142;190;7318;3.864393
10342;283;4770;3.678518
10343;158;8988;3.953663
10344;255;5343;3.727785
10345;212;6388;3.805365
10346;574;2503;3.398461
10542;115;11989;4.078783
10742;207;6473;3.811105
10743;113;12018;4.079832
10744;709;2064;3.31471
10745;99;13674;4.135896
10746;348;3978;3.599665
10942;488;2895;3.461648
10943;245;5656;3.752509
10944;372;3706;3.568905
10945;264;5201;3.716087
10946;243;5682;3.754501
10947;220;6201;3.792462
10948;409;3373;3.528016
10949;169;8515;3.930185
11142;295;4591;3.661907
11143;187;7480;3.873902
11144;202;6697;3.82588
11145;360;3866;3.587262
11146;810;1877;3.273464
11147;221;6190;3.791691
11342;179;7806;3.892429
11343;708;2066;3.31513
11344;1083;1357;3.13258
11345;172;8373;3.922881
11346;423;3275;3.515211
11347;857;1773;3.248709
11348;142;10087;4.003762
11542;181;7781;3.891035
11543;90;15167;4.1809
11544;258;5282;3.722798
11545;914;1648;3.216957
11742;156;9115;3.959757
11743;312;4407;3.644143
11744;240;5780;3.761928
11942;304;4488;3.652053
12342;242;5690;3.755112
12343;442;3165;3.500374
12542;160;8937;3.951192
12543;470;2972;3.473049
12544;214;6353;3.802979
12545;265;5186;3.714833
12546;346;3996;3.601625
12547;680;2123;3.32695
12548;167;8670;3.938019
12549;166;8687;3.93887
12550;272;4992;3.698275
12742;182;7772;3.890533
12743;814;1863;3.270213
12744;159;8947;3.951677
12942;198;6848;3.835564
12943;578;2495;3.397071
13142;130;11073;4.044265
13342;343;4022;3.604442
13542;223;6109;3.78597
13543;208;6435;3.808548
13544;76;16975;4.22981
13742;585;2474;3.3934
13743;428;3245;3.511215
13744;323;4299;3.633368
13745;271;4994;3.698448
13746;411;3371;3.527759
13942;118;11766;4.070629
13943;178;7861;3.895478
14142;147;9870;3.994317
14143;236;5888;3.769968
14144;232;5912;3.771734
14145;292;4652;3.66764
14342;72;17354;4.239399
14343;336;4065;3.609061
14344;302;4524;3.655523
14346;117;11965;4.077913
14347;342;4028;3.605089
14542;251;5418;3.733839
14543;262;5221;3.717754
14544;1427;927;2.96708
14742;256;5334;3.727053
14743;356;3891;3.590061
14744;643;2270;3.356026
14745;482;2915;3.464638
14746;105;12604;4.100508
14747;358;3883;3.589167
14748;186;7483;3.874076
14749;836;1809;3.257439
14750;180;7798;3.891983
14751;368;3745;3.573452
14752;427;3253;3.512284
14753;203;6685;3.825101
14754;213;6360;3.803457
14755;1362;988;2.994757
14756;382;3621;3.558829
14757;184;7622;3.882069
14758;246;5621;3.749814
14759;1118;1295;3.11227
14760;144;10019;4.000824
14761;615;2363;3.373464
14942;648;2239;3.350054
14943;218;6233;3.794697
15142;194;7020;3.846337
15143;673;2151;3.33264
15144;129;11120;4.046105
15145;669;2174;3.33726
15146;248;5565;3.745465
15147;206;6634;3.821775
15342;502;2784;3.444669
15343;176;7953;3.900531
15344;225;6049;3.781684
15542;329;4215;3.624798
15544;333;4127;3.615634
15545;311;4429;3.646306
15546;162;8888;3.948804
15742;447;3134;3.496099
15942;289;4717;3.673666
15943;378;3654;3.562768
15944;177;7915;3.898451
15945;393;3493;3.543199
16143;224;6067;3.782974
16144;201;6750;3.829304
16342;616;2356;3.372175
16343;266;5172;3.713659
16344;396;3486;3.542327
16346;204;6680;3.824776
16348;209;6415;3.807197
16349;395;3487;3.542452
16350;686;2110;3.324282
16351;145;10011;4.000477
16353;1088;1353;3.131298
16354;597;2414;3.382737
16355;490;2873;3.458336
16356;448;3105;3.492062
16542;349;3942;3.595717
16543;340;4051;3.607562
16544;249;5517;3.741703
16545;103;13005;4.11411
16546;254;5348;3.728191
16547;352;3922;3.593508
16548;353;3912;3.592399
16549;511;2752;3.439648
16550;222;6122;3.786893
16551;339;4051;3.607562
16552;310;4431;3.646502
16554;1287;1062;3.026124
16555;338;4053;3.607777
16556;401;3443;3.536937
16557;676;2135;3.329398
16743;398;3479;3.541454
16744;235;5891;3.770189
16745;199;6842;3.835183
16746;463;3021;3.480151
16747;234;5896;3.770557
16748;485;2906;3.463296
16749;1139;1254;3.098298
16750;1004;1504;3.177248
16751;389;3528;3.547529
16752;233;5904;3.771146
16754;354;3900;3.591065
16755;1524;824;2.915927
16756;642;2273;3.356599
16757;527;2685;3.428944
16942;237;5880;3.769377
16943;296;4582;3.661055
16944;275;4966;3.696007
16945;392;3497;3.543696
16946;383;3610;3.557507
16947;800;1885;3.275311
16948;734;2016;3.304491
16949;244;5665;3.7532
17142;944;1592;3.201943
17143;400;3449;3.537693
17144;351;3937;3.595165
17145;576;2499;3.397766
17146;612;2370;3.374748
17147;161;8906;3.949683
17148;628;2323;3.366049
17149;299;4543;3.657343
17150;270;5001;3.699057
17151;629;2319;3.365301
17152;741;2006;3.302331
17153;164;8768;3.942901
17154;486;2899;3.462248
17155;677;2129;3.328176
17156;422;3282;3.516139
17157;520;2728;3.435844
17158;579;2489;3.396025
17159;261;5235;3.718917
17160;728;2021;3.305566
17161;984;1540;3.187521
17342;330;4204;3.623663
17343;475;2948;3.469527
17344;229;5937;3.773567
17542;366;3765;3.575765
17742;359;3877;3.588496
17743;373;3693;3.567379
17744;614;2364;3.373647
17745;537;2635;3.420781
17942;290;4677;3.669967
18142;832;1830;3.262451
18542;216;6300;3.79934
18543;335;4111;3.613947
18544;539;2619;3.418135
18742;268;5081;3.705949
18743;695;2093;3.320769
18942;1022;1473;3.168203
19142;196;6964;3.842859
19143;253;5359;3.729084
19144;811;1870;3.271842
19145;308;4440;3.647383
19342;247;5589;3.747334
19343;687;2110;3.324282
19344;2177;366;2.563481
19345;416;3335;3.523096
19346;504;2780;3.444045
19347;219;6215;3.793441
19542;823;1844;3.265761
19543;529;2677;3.427648
19544;2039;445;2.64836
19545;277;4907;3.690816
19546;374;3691;3.567144
19547;953;1579;3.198382
19742;1490;852;2.93044
19743;560;2553;3.407051
19744;424;3262;3.513484
19745;379;3644;3.561578
19747;345;3998;3.601843
19748;637;2291;3.360025
19749;495;2828;3.451479
19750;263;5206;3.716504
19751;1209;1167;3.067071
19752;572;2520;3.401401
19753;320;4325;3.635986
19755;334;4114;3.614264
19942;1080;1359;3.133219
19943;273;4981;3.697317
19944;523;2708;3.432649
19945;679;2128;3.327972
19946;702;2080;3.318063
19947;307;4452;3.648555
19948;571;2521;3.401573
20142;109;12458;4.095448
20342;517;2737;3.437275
20343;498;2824;3.450865
20344;445;3142;3.497206
20542;540;2618;3.41797
20543;435;3195;3.504471
20544;469;2973;3.473195
20545;341;4049;3.607348
20546;654;2209;3.344196
20547;269;5070;3.705008
20548;491;2870;3.457882
20742;405;3421;3.534153
20743;1203;1179;3.071514
20744;429;3230;3.509202
20942;973;1557;3.192289
20943;293;4647;3.667173
20944;536;2653;3.423737
20945;821;1846;3.266232
20946;584;2477;3.393926
20947;592;2435;3.386499
20948;362;3854;3.585912
20949;433;3199;3.505014
21342;315;4380;3.641474
21343;625;2333;3.367915
21344;510;2754;3.439964
21345;496;2827;3.451326
21346;1030;1450;3.161368
21542;1042;1430;3.155336
21543;260;5251;3.720242
21544;1349;1006;3.002598
21742;1340;1010;3.004321
21743;596;2424;3.384533
21744;314;4390;3.642465
21942;577;2498;3.397593
22142;1728;657;2.817565
22342;999;1509;3.178689
22542;696;2092;3.320562
22543;921;1634;3.213252
22742;319;4327;3.636187
22743;446;3135;3.496238
22744;321;4317;3.635182
22745;387;3552;3.550473
22746;1206;1173;3.069298
22747;279;4895;3.689753
22946;1722;662;2.820858
22947;369;3734;3.572174
22948;205;6637;3.821972
22949;444;3159;3.49955
22950;1268;1085;3.03543
22951;415;3339;3.523616
22952;893;1686;3.226858
23151;306;4461;3.649432
23351;408;3384;3.52943
23352;599;2403;3.380754
23353;281;4816;3.682687
23354;347;3986;3.600537
23355;439;3169;3.500922
23356;102;13105;4.117437
23357;843;1802;3.255755
23551;257;5295;3.723866
23552;752;1974;3.295347
23554;609;2388;3.378034
23751;2130;396;2.597695
23752;259;5263;3.721233
23753;1173;1211;3.083144
23754;195;6965;3.842921
23951;1365;985;2.993436
23952;1379;970;2.986772
24151;1453;896;2.952308
24551;228;5967;3.775756
24552;274;4974;3.696706
24553;397;3484;3.542078
24554;700;2086;3.319314
24751;768;1948;3.289589
24752;716;2047;3.311118
24753;602;2401;3.380392
24951;193;7090;3.850646
24952;682;2120;3.326336
25151;300;4532;3.65629
25152;301;4525;3.655619
25351;589;2460;3.390935
25352;551;2581;3.411788
25353;1137;1256;3.09899
25354;554;2569;3.409764
25551;200;6783;3.831422
25552;880;1724;3.236537
25553;786;1927;3.284882
25554;1062;1394;3.144263
25751;991;1526;3.183555
25752;437;3176;3.50188
25951;297;4560;3.658965
25952;662;2199;3.342225
26151;971;1558;3.192567
26152;906;1660;3.220108
26351;556;2563;3.408749
26352;357;3888;3.589726
26551;432;3201;3.505286
26751;1354;1000;3
26951;835;1820;3.260071
26952;638;2282;3.358316
26953;818;1857;3.268812
27151;544;2613;3.417139
27351;331;4188;3.622007
27551;1081;1359;3.133219
27552;538;2631;3.420121
27553;420;3301;3.518646
27554;543;2615;3.417472
27555;1257;1100;3.041393
27751;2377;243;2.385606
27951;735;2014;3.30406
27952;325;4280;3.631444
27953;1357;994;2.997386
27954;956;1575;3.197281
28151;1695;680;2.832509
28152;322;4302;3.63367
28153;344;4007;3.602819
28154;472;2969;3.47261
28155;587;2464;3.391641
28351;694;2094;3.320977
28352;512;2751;3.439491
28353;855;1777;3.249687
28354;733;2017;3.304706
28551;802;1881;3.274389
28552;764;1957;3.291591
28553;532;2669;3.426349
28554;519;2731;3.436322
28555;418;3311;3.519959
28751;891;1692;3.2284
28752;912;1650;3.217484
28753;658;2201;3.34262
28951;622;2336;3.368473
28952;1032;1446;3.160168
28953;1057;1405;3.147676
29151;414;3352;3.525304
29551;564;2544;3.405517
29552;419;3306;3.519303
29553;1415;938;2.972203
29554;550;2583;3.412124
29555;820;1846;3.266232
29556;1045;1421;3.152594
29557;938;1603;3.204933
29558;674;2144;3.331225
29559;2231;329;2.517196
29560;441;3166;3.500511
29951;404;3423;3.534407
29952;1531;819;2.913284
29953;522;2715;3.43377
29954;1026;1458;3.163758
29955;1029;1454;3.162565
29956;644;2266;3.35526
29957;231;5932;3.773201
29958;618;2350;3.371068
30151;434;3199;3.505014
30152;586;2472;3.393049
30153;364;3803;3.580126
30154;902;1663;3.220892
30155;854;1779;3.250176
30351;706;2068;3.315551
30352;666;2186;3.33965
30353;699;2087;3.319522
30354;830;1832;3.262925
30355;489;2876;3.458789
30356;559;2559;3.40807
30551;547;2594;3.41397
30552;1096;1341;3.127429
30553;477;2941;3.468495
30554;1011;1487;3.172311
30555;769;1947;3.289366
31151;326;4270;3.630428
31152;1772;627;2.797267
31153;1099;1336;3.125807
31353;294;4619;3.664548
31551;410;3372;3.527888
31552;1000;1506;3.177825
31553;370;3720;3.570543
31554;531;2670;3.426511
31555;598;2413;3.382557
31751;742;2005;3.302114
31752;1558;798;2.902003
31951;773;1940;3.287802
32151;561;2552;3.406881
32551;1438;911;2.959518
32552;1221;1156;3.062958
32553;462;3025;3.480725
32554;667;2181;3.338656
32954;870;1748;3.242541
32955;381;3627;3.559548
32956;797;1896;3.277838
32957;693;2096;3.321391
32958;1012;1485;3.171726
33154;464;3007;3.478133
33156;318;4344;3.63789
33354;647;2254;3.352954
33554;590;2458;3.390582
33754;1033;1446;3.160168
33756;688;2108;3.323871
33757;2321;277;2.44248
33956;1125;1284;3.108565
33957;1189;1196;3.077731
33958;1883;545;2.736397
34156;276;4948;3.69443
34157;878;1730;3.238046
34158;569;2524;3.402089
34357;1308;1046;3.019532
34359;1289;1060;3.025306
34360;533;2668;3.426186
34361;611;2374;3.375481
34362;885;1700;3.230449
34363;1124;1290;3.11059
34364;606;2391;3.37858
34556;1126;1284;3.108565
34557;879;1730;3.238046
34558;799;1886;3.275542
34559;440;3168;3.500785
34560;841;1806;3.256718
34561;1505;839;2.923762
34756;910;1656;3.21906
34757;1378;973;2.988113
34758;2438;194;2.287802
34956;791;1919;3.283075
34957;942;1595;3.202761
35156;278;4895;3.689753
35356;573;2516;3.400711
35357;1413;939;2.972666
35358;1025;1462;3.164947
35556;287;4730;3.674861
35557;1201;1182;3.072618
35558;436;3193;3.504199
35756;430;3227;3.508799
35956;1518;827;2.917506
35957;305;4481;3.651375
36156;601;2402;3.380573
36157;657;2204;3.343212
36158;367;3763;3.575534
36356;995;1520;3.181844
36556;466;2996;3.476542
36557;1020;1474;3.168498
36558;1466;881;2.944976
36559;670;2168;3.336059
36756;534;2662;3.425208
36757;478;2935;3.467608
36758;949;1585;3.200029
36759;840;1806;3.256718
36760;960;1570;3.1959
36761;453;3088;3.489677
36956;805;1879;3.273927
37156;226;6042;3.781181
37157;456;3062;3.486005
37158;384;3590;3.555094
37356;1443;905;2.956649
37357;729;2020;3.305351
37556;474;2956;3.470704
37756;1183;1204;3.080626
37757;483;2914;3.464489
37956;282;4775;3.678973
38156;1930;510;2.70757
38157;1043;1428;3.154728
38158;1584;771;2.887054
38159;426;3255;3.512551
38160;1252;1113;3.046495
38161;2311;285;2.454845
38356;883;1703;3.231215
38357;546;2595;3.414137
38358;788;1926;3.284656
38359;467;2996;3.476542
38360;1849;577;2.761176
38361;1520;826;2.91698
38362;1178;1209;3.082426
38556;284;4762;3.677789
38557;509;2754;3.439964
38756;930;1623;3.210319
38758;813;1869;3.271609
38956;524;2701;3.431525
38960;563;2547;3.406029
38961;449;3097;3.490941
39156;787;1926;3.284656
39157;1769;628;2.79796
39158;744;1997;3.300378
39159;530;2676;3.427486
39160;1186;1199;3.078819
39161;412;3358;3.526081
39162;332;4167;3.619823
39356;1255;1104;3.042969
39357;1277;1075;3.031409
39358;1244;1126;3.051538
39556;710;2060;3.313867
39557;1136;1257;3.099335
39756;388;3545;3.549616
39958;473;2968;3.472464
39959;303;4494;3.652633
39960;626;2331;3.367542
40156;717;2044;3.310481
40157;1788;615;2.788875
40356;853;1783;3.251151
40556;324;4283;3.631748
40756;535;2656;3.424228
40757;899;1665;3.221414
40758;431;3209;3.50637
40759;751;1974;3.295347
40760;2076;424;2.627366
40956;1015;1480;3.170262
41156;1817;599;2.777427
41157;391;3501;3.544192
41356;763;1957;3.291591
41357;605;2395;3.379306
41556;298;4545;3.657534
41557;689;2103;3.322839
41756;480;2924;3.465977
41757;1250;1117;3.048053
41956;698;2090;3.320146
41957;1274;1078;3.032619
41958;525;2696;3.43072
42156;655;2208;3.343999
42356;1242;1127;3.051924
42357;1034;1443;3.159266
42358;484;2911;3.464042
42359;831;1831;3.262688
42556;1331;1021;3.009026
42756;1120;1293;3.111598
42757;1457;889;2.948902
42758;882;1713;3.233757
42956;847;1796;3.254306
42957;720;2033;3.308137
42958;617;2353;3.371622
43156;1142;1248;3.096215
43157;337;4062;3.60874
43158;580;2488;3.39585
43356;1675;693;2.840733
43556;1442;906;2.957128
43756;2235;328;2.515874
43757;922;1633;3.212986
43758;868;1749;3.24279
43956;750;1974;3.295347
43957;1997;476;2.677607
44156;817;1857;3.268812
44356;1462;882;2.945469
44357;1172;1212;3.083503
44556;776;1938;3.287354
44557;1089;1352;3.130977
44558;1449;897;2.952792
44559;291;4674;3.669689
44756;363;3812;3.581153
44956;2120;399;2.600973
45156;627;2327;3.366796
45157;958;1574;3.197005
45356;1694;681;2.833147
45357;1423;935;2.970812
45358;1134;1262;3.101059
45556;1181;1205;3.080987
45756;639;2282;3.358316
45956;241;5713;3.756864
45957;1283;1068;3.028571
45958;1435;913;2.960471
45959;594;2427;3.38507
45960;1459;883;2.945961
45961;1111;1308;3.116608
45962;570;2522;3.401745
46156;1132;1269;3.103462
46157;833;1830;3.262451
46158;568;2530;3.403121
46159;904;1661;3.22037
46556;595;2426;3.384891
46557;1165;1221;3.086716
46558;1195;1189;3.075182
46756;671;2162;3.334856
46757;966;1564;3.194237
46758;1213;1165;3.066326
46956;2051;438;2.641474
46957;624;2334;3.368101
46958;514;2743;3.438226
47156;1066;1390;3.143015
47357;1179;1206;3.081347
47556;727;2023;3.305996
47756;1159;1229;3.089552
47956;1778;620;2.792392
48156;481;2924;3.465977
48356;390;3512;3.545554
48556;714;2047;3.311118
48756;2503;134;2.127105
48956;600;2402;3.380573
48957;755;1971;3.294687
48958;633;2299;3.361539
49156;704;2069;3.31576
49157;2145;385;2.585461
49158;1437;913;2.960471
49159;2054;437;2.640481
49160;1073;1370;3.136721
49356;1003;1504;3.177248
49357;1602;752;2.876218
49358;1191;1193;3.07664
49359;238;5854;3.767453
49757;1074;1367;3.135768
49956;1853;575;2.759668
49957;1019;1478;3.169674
49958;1017;1478;3.169674
49959;822;1845;3.265996
50156;1150;1235;3.091667
50157;607;2389;3.378216
50158;1394;956;2.980458
50356;918;1640;3.214844
50357;1219;1157;3.063333
50556;1621;735;2.866287
50557;715;2047;3.311118
50558;692;2096;3.321391
50559;726;2024;3.306211
50560;933;1610;3.206826
50561;497;2825;3.451018
50758;1637;721;2.857935
50958;1411;941;2.97359
50959;908;1658;3.219584
51158;725;2025;3.306425
51159;1084;1355;3.131939
51160;867;1750;3.243038
51359;2365;249;2.396199
51360;1493;847;2.927883
51558;1576;781;2.892651
51758;309;4434;3.646796
51759;1105;1329;3.123525
51760;794;1905;3.279895
51761;724;2029;3.307282
51762;471;2972;3.473049
51763;327;4256;3.629002
51764;1262;1094;3.039017
51765;1794;612;2.786752
51958;1559;797;2.901458
51959;941;1597;3.203305
51960;713;2049;3.311542
51961;861;1758;3.245019
51962;664;2193;3.341039
51963;789;1925;3.284431
51964;707;2066;3.31513
52158;1704;673;2.828015
52159;1207;1168;3.067443
52160;593;2432;3.385964
52358;591;2457;3.390405
52558;1147;1242;3.094122
52758;1060;1396;3.144885
52759;846;1798;3.25479
52760;2164;372;2.570543
52958;849;1790;3.252853
53158;1302;1049;3.020776
53358;828;1837;3.264109
